PMAID,Zipcode,Name,Feature_ID,hours,Feature_Desc
592,98144,Sturgus Park,33,4 a.m. - 11:30 p.m.,Paths
592,98144,Sturgus Park,42,4 a.m. - 11:30 p.m.,Paths (ADA Compliant)
592,98144,Sturgus Park,34,4 a.m. - 11:30 p.m.,View
3903,98103,Sunnyside Ave N Boat Ramp,7,24 Hours,Boat Launch (Hand Carry)
3903,98103,Sunnyside Ave N Boat Ramp,6,24 Hours,Boat Launch (Motorized)
3903,98103,Sunnyside Ave N Boat Ramp,34,24 Hours,View
252,98117,Sunset Hill Park,34,4 a.m. - 11:30 p.m.,View
252,98117,Sunset Hill Park,9,4 a.m. - 11:30 p.m.,Weddings and Ceremonies
234,98119,SW Queen Anne Greenbelt,56,4 a.m. - 11:30 p.m.,Green Space
234,98119,SW Queen Anne Greenbelt,37,4 a.m. - 11:30 p.m.,Woods
3889,98102,Terry Pettus Park,7,4 a.m. - 11:30 p.m.,Boat Launch (Hand Carry)
3889,98102,Terry Pettus Park,15,4 a.m. - 11:30 p.m.,Fishing
3889,98102,Terry Pettus Park,34,4 a.m. - 11:30 p.m.,View
3889,98102,Terry Pettus Park,36,4 a.m. - 11:30 p.m.,Waterfront
343,98199,Thorndyke Park,36,4 a.m. - 11:30 p.m.,Waterfront
416,98125,Thornton Creek Park #1,11,4 a.m. - 11:30 p.m.,Creek
416,98125,Thornton Creek Park #1,56,4 a.m. - 11:30 p.m.,Green Space
416,98125,Thornton Creek Park #1,37,4 a.m. - 11:30 p.m.,Woods
4405,98107,Thyme Patch Park,33,4 a.m. - 11:30 p.m.,Paths
4405,98107,Thyme Patch Park,25,4 a.m. - 11:30 p.m.,P-Patch Community Garden
3909,98121,Tilikum Place,16,6 a.m. - 10 p.m.,Decorative Fountain
3909,98121,Tilikum Place,18,6 a.m. - 10 p.m.,Historic Landmark
4421,98109,Trolley Hill Park,22,4 a.m. - 11:30 p.m.,Play Area
4421,98109,Trolley Hill Park,25,4 a.m. - 11:30 p.m.,P-Patch Community Garden
4421,98109,Trolley Hill Park,34,4 a.m. - 11:30 p.m.,View
338,98121,Victor Steinbrueck Park,27,6 a.m. - 10 p.m.,Restrooms
338,98121,Victor Steinbrueck Park,34,6 a.m. - 10 p.m.,View
4443,98125,Victory Creek Park,11,4 a.m. - 11:30 p.m.,Creek
4443,98125,Victory Creek Park,22,4 a.m. - 11:30 p.m.,Play Area
4443,98125,Victory Creek Park,37,4 a.m. - 11:30 p.m.,Woods
444,98115,View Ridge Playfield,45,4 a.m. - 11:30 p.m.,Baseball/Softball
444,98115,View Ridge Playfield,4,4 a.m. - 11:30 p.m.,Basketball (Half)
444,98115,View Ridge Playfield,33,4 a.m. - 11:30 p.m.,Paths
444,98115,View Ridge Playfield,42,4 a.m. - 11:30 p.m.,Paths (ADA Compliant)
444,98115,View Ridge Playfield,41,4 a.m. - 11:30 p.m.,Play Area (ADA Compliant)
444,98115,View Ridge Playfield,27,4 a.m. - 11:30 p.m.,Restrooms
444,98115,View Ridge Playfield,44,4 a.m. - 11:30 p.m.,Soccer
444,98115,View Ridge Playfield,35,4 a.m. - 11:30 p.m.,Wading Pool or Water Feature
3098,98112,Viretta Park,37,4 a.m. - 11:30 p.m.,Woods
399,98112,Volunteer Park,18,6 a.m. - 10 p.m.,Historic Landmark
399,98112,Volunteer Park,33,6 a.m. - 10 p.m.,Paths
399,98112,Volunteer Park,41,6 a.m. - 10 p.m.,Play Area (ADA Compliant)
399,98112,Volunteer Park,40,6 a.m. - 10 p.m.,Restrooms (ADA Compliant)
399,98112,Volunteer Park,30,6 a.m. - 10 p.m.,Tennis Backboard (Outdoor)
399,98112,Volunteer Park,29,6 a.m. - 10 p.m.,Tennis Court (Outdoor)
399,98112,Volunteer Park,31,6 a.m. - 10 p.m.,Tennis Lights
399,98112,Volunteer Park,35,6 a.m. - 10 p.m.,Wading Pool or Water Feature
1000399,98112,Volunteer Park Conservatory,17,,Garden
1000399,98112,Volunteer Park Conservatory,9,,Weddings and Ceremonies
763,98109,Ward Springs Park,33,4 a.m. - 11:30 p.m.,Paths
763,98109,Ward Springs Park,41,4 a.m. - 11:30 p.m.,Play Area (ADA Compliant)
763,98109,Ward Springs Park,26,4 a.m. - 11:30 p.m.,Rental Facility
763,98109,Ward Springs Park,34,4 a.m. - 11:30 p.m.,View
398,98115,Warren G. Magnuson Park,45,4 a.m. - 11:30 p.m.,Baseball/Softball
398,98115,Warren G. Magnuson Park,52,4 a.m. - 11:30 p.m.,Bike Trail
398,98115,Warren G. Magnuson Park,7,4 a.m. - 11:30 p.m.,Boat Launch (Hand Carry)
398,98115,Warren G. Magnuson Park,6,4 a.m. - 11:30 p.m.,Boat Launch (Motorized)
398,98115,Warren G. Magnuson Park,10,4 a.m. - 11:30 p.m.,Community Center
398,98115,Warren G. Magnuson Park,47,4 a.m. - 11:30 p.m.,Cricket
398,98115,Warren G. Magnuson Park,12,4 a.m. - 11:30 p.m.,Dog Off Leash Area
398,98115,Warren G. Magnuson Park,5,4 a.m. - 11:30 p.m.,Guarded Beach
398,98115,Warren G. Magnuson Park,58,4 a.m. - 11:30 p.m.,Hiking Trails
398,98115,Warren G. Magnuson Park,59,4 a.m. - 11:30 p.m.,Lacrosse
398,98115,Warren G. Magnuson Park,33,4 a.m. - 11:30 p.m.,Paths
398,98115,Warren G. Magnuson Park,42,4 a.m. - 11:30 p.m.,Paths (ADA Compliant)
398,98115,Warren G. Magnuson Park,21,4 a.m. - 11:30 p.m.,Picnic Sites
398,98115,Warren G. Magnuson Park,41,4 a.m. - 11:30 p.m.,Play Area (ADA Compliant)
398,98115,Warren G. Magnuson Park,25,4 a.m. - 11:30 p.m.,P-Patch Community Garden
398,98115,Warren G. Magnuson Park,26,4 a.m. - 11:30 p.m.,Rental Facility
398,98115,Warren G. Magnuson Park,27,4 a.m. - 11:30 p.m.,Restrooms
398,98115,Warren G. Magnuson Park,40,4 a.m. - 11:30 p.m.,Restrooms (ADA Compliant)
398,98115,Warren G. Magnuson Park,61,4 a.m. - 11:30 p.m.,Rugby
398,98115,Warren G. Magnuson Park,44,4 a.m. - 11:30 p.m.,Soccer
398,98115,Warren G. Magnuson Park,29,4 a.m. - 11:30 p.m.,Tennis Court (Outdoor)
398,98115,Warren G. Magnuson Park,60,4 a.m. - 11:30 p.m.,Ultimate
375,98112,West Montlake Park,34,4 a.m. - 11:30 p.m.,View
398,98115,Warren G. Magnuson Park,34,4 a.m. - 11:30 p.m.,View
398,98115,Warren G. Magnuson Park,35,4 a.m. - 11:30 p.m.,Wading Pool or Water Feature
398,98115,Warren G. Magnuson Park,36,4 a.m. - 11:30 p.m.,Waterfront
393,98112,Washington Park Arboretum,7,4 a.m. - 11:30 p.m.,Boat Launch (Hand Carry)
393,98112,Washington Park Arboretum,11,4 a.m. - 11:30 p.m.,Creek
393,98112,Washington Park Arboretum,15,4 a.m. - 11:30 p.m.,Fishing
393,98112,Washington Park Arboretum,17,4 a.m. - 11:30 p.m.,Garden
393,98112,Washington Park Arboretum,58,4 a.m. - 11:30 p.m.,Hiking Trails
393,98112,Washington Park Arboretum,33,4 a.m. - 11:30 p.m.,Paths
393,98112,Washington Park Arboretum,22,4 a.m. - 11:30 p.m.,Play Area
393,98112,Washington Park Arboretum,27,4 a.m. - 11:30 p.m.,Restrooms
393,98112,Washington Park Arboretum,34,4 a.m. - 11:30 p.m.,View
393,98112,Washington Park Arboretum,36,4 a.m. - 11:30 p.m.,Waterfront
393,98112,Washington Park Arboretum,9,4 a.m. - 11:30 p.m.,Weddings and Ceremonies
393,98112,Washington Park Arboretum,37,4 a.m. - 11:30 p.m.,Woods
1100393,98112,Washington Park Playfield,45,4 a.m. - 11:30 p.m.,Baseball/Softball
1100393,98112,Washington Park Playfield,44,4 a.m. - 11:30 p.m.,Soccer
4165,98104,Washington Street Public Boat Landing,18,6 a.m. - 10 p.m.,Historic Landmark
4165,98104,Washington Street Public Boat Landing,34,6 a.m. - 10 p.m.,View
4165,98104,Washington Street Public Boat Landing,36,6 a.m. - 10 p.m.,Waterfront
3973,98101,Waterfront Park,15,6 a.m. - 10 p.m.,Fishing
3973,98101,Waterfront Park,34,6 a.m. - 10 p.m.,View
3973,98101,Waterfront Park,36,6 a.m. - 10 p.m.,Waterfront
3966,98116,Weather Watch Park,34,4 a.m. - 11:30 p.m.,View
3966,98116,Weather Watch Park,36,4 a.m. - 11:30 p.m.,Waterfront
3894,98117,Webster Park,20,4 a.m. - 11:30 p.m.,Pesticide Free
3894,98117,Webster Park,41,4 a.m. - 11:30 p.m.,Play Area (ADA Compliant)
3694,98119,West Ewing Mini Park,33,4 a.m. - 11:30 p.m.,Paths
3694,98119,West Ewing Mini Park,34,4 a.m. - 11:30 p.m.,View
3694,98119,West Ewing Mini Park,36,4 a.m. - 11:30 p.m.,Waterfront
375,98112,West Montlake Park,20,4 a.m. - 11:30 p.m.,Pesticide Free
375,98112,West Montlake Park,36,4 a.m. - 11:30 p.m.,Waterfront
469,98126,West Seattle Golf Course,53,4 a.m. - 11:30 p.m.,Golf
469,98126,West Seattle Golf Course,27,4 a.m. - 11:30 p.m.,Restrooms
469,98126,West Seattle Golf Course,9,4 a.m. - 11:30 p.m.,Weddings and Ceremonies
468,98106,Westcrest Park,12,6 a.m. - 10 p.m.,Dog Off Leash Area
468,98106,Westcrest Park,58,6 a.m. - 10 p.m.,Hiking Trails
468,98106,Westcrest Park,33,6 a.m. - 10 p.m.,Paths
468,98106,Westcrest Park,21,6 a.m. - 10 p.m.,Picnic Sites
468,98106,Westcrest Park,41,6 a.m. - 10 p.m.,Play Area (ADA Compliant)
468,98106,Westcrest Park,27,6 a.m. - 10 p.m.,Restrooms
468,98106,Westcrest Park,37,6 a.m. - 10 p.m.,Woods
494,98109,Westlake Greenbelt,56,4 a.m. - 11:30 p.m.,Green Space
332,98101,Westlake Park,16,6 a.m. - 10 p.m.,Decorative Fountain
332,98101,Westlake Park,22,6 a.m. - 10 p.m.,Play Area
278,98109,Wolf Creek Ravine Natural Area,56,4 a.m. - 11:30 p.m.,Green Space
292,98103,Woodland Park,45,4 a.m. - 11:30 p.m.,Baseball/Softball
292,98103,Woodland Park,67,4 a.m. - 11:30 p.m.,BMX Dirt Jumps
292,98103,Woodland Park,16,4 a.m. - 11:30 p.m.,Decorative Fountain
292,98103,Woodland Park,12,4 a.m. - 11:30 p.m.,Dog Off Leash Area
292,98103,Woodland Park,54,4 a.m. - 11:30 p.m.,Horseshoe Pits
292,98103,Woodland Park,19,4 a.m. - 11:30 p.m.,Lawn Bowling
292,98103,Woodland Park,33,4 a.m. - 11:30 p.m.,Paths
292,98103,Woodland Park,21,4 a.m. - 11:30 p.m.,Picnic Sites
292,98103,Woodland Park,41,4 a.m. - 11:30 p.m.,Play Area (ADA Compliant)
292,98103,Woodland Park,26,4 a.m. - 11:30 p.m.,Rental Facility
292,98103,Woodland Park,27,4 a.m. - 11:30 p.m.,Restrooms
292,98103,Woodland Park,40,4 a.m. - 11:30 p.m.,Restrooms (ADA Compliant)
292,98103,Woodland Park,28,4 a.m. - 11:30 p.m.,Skatepark
292,98103,Woodland Park,44,4 a.m. - 11:30 p.m.,Soccer
292,98103,Woodland Park,29,4 a.m. - 11:30 p.m.,Tennis Court (Outdoor)
292,98103,Woodland Park,31,4 a.m. - 11:30 p.m.,Tennis Lights
292,98103,Woodland Park,46,4 a.m. - 11:30 p.m.,Track
292,98103,Woodland Park,37,4 a.m. - 11:30 p.m.,Woods
1000292,98103,Woodland Park Rose Garden,17,7 a.m. - 10 p.m.,Garden
1000292,98103,Woodland Park Rose Garden,9,7 a.m. - 10 p.m.,Weddings and Ceremonies
200,98103,Woodland Park Zoo,17,4 a.m. - 11:30 p.m.,Garden
580,98144,York Park,33,4 a.m. - 11:30 p.m.,Paths
580,98144,York Park,42,4 a.m. - 11:30 p.m.,Paths (ADA Compliant)
352,98125,Meadowbrook Playfield,45,4 a.m. - 11:30 p.m.,Baseball/Softball
446,98116,Alki Playground,44,4 a.m. - 11:30 p.m.,Soccer
319,98199,Magnolia Playfield,45,4 a.m. - 11:30 p.m.,Baseball/Softball
450,98106,Delridge Playfield,35,4 a.m. - 11:30 p.m.,Wading Pool or Water Feature
449,98103,Wallingford Playfield,33,4 a.m. - 11:30 p.m.,Paths
452,98136,Fairmount Playfield,41,4 a.m. - 11:30 p.m.,Play Area (ADA Compliant)
352,98125,Meadowbrook Playfield,31,4 a.m. - 11:30 p.m.,Tennis Lights
436,98118,Benefit Playground,28,6 a.m. - 10 p.m.,Skatepark
340,98105,Laurelhurst Playfield,45,6 a.m. - 10 p.m.,Baseball/Softball
423,98118,Rainier Playfield,3,4 a.m. - 11:30 p.m.,Basketball (Full)
353,98122,Garfield Playfield,10,6 a.m. - 10 p.m.,Community Center
289,98117,Loyal Heights Playfield,41,4 a.m. - 11:30 p.m.,Play Area (ADA Compliant)
241,98103,B.F. Day Playground,41,4 a.m. - 11:30 p.m.,Play Area (ADA Compliant)
371,98122,Madrona Playground,41,6 a.m. - 10 p.m.,Play Area (ADA Compliant)
1104,98103,Meridian Playground,21,4 a.m. - 11:30 p.m.,Picnic Sites
400,98144,Beacon Hill Playground,29,4 a.m. - 11:30 p.m.,Tennis Court (Outdoor)
458,98126,E.C. Hughes Playground,45,4 a.m. - 11:30 p.m.,Baseball/Softball
319,98199,Magnolia Playfield,29,4 a.m. - 11:30 p.m.,Tennis Court (Outdoor)
3881,98115,Maple Leaf Resevoir Park,27,4 a.m. - 11:30 p.m.,Restrooms
418,98108,Maple Wood Playfield,45,4 a.m. - 11:30 p.m.,Baseball/Softball
352,98125,Meadowbrook Playfield,40,4 a.m. - 11:30 p.m.,Restrooms (ADA Compliant)
319,98199,Magnolia Playfield,44,4 a.m. - 11:30 p.m.,Soccer
350,98109,Cascade Playground,25,4 a.m. - 11:30 p.m.,P-Patch Community Garden
406,98122,Colman Playground,4,4 a.m. - 11:30 p.m.,Basketball (Half)
340,98105,Laurelhurst Playfield,29,6 a.m. - 10 p.m.,Tennis Court (Outdoor)
458,98126,E.C. Hughes Playground,4,4 a.m. - 11:30 p.m.,Basketball (Half)
329,98109,East Queen Anne Playground,4,4 a.m. - 11:30 p.m.,Basketball (Half)
410,98108,Georgetown Playfield,27,4 a.m. - 11:30 p.m.,Restrooms
400,98144,Beacon Hill Playground,27,4 a.m. - 11:30 p.m.,Restrooms
330,98119,West Queen Anne Playfield,45,4 a.m. - 11:30 p.m.,Baseball/Softball
340,98105,Laurelhurst Playfield,41,6 a.m. - 10 p.m.,Play Area (ADA Compliant)
439,98118,Hutchinson Playground,40,4 a.m. - 11:30 p.m.,Restrooms (ADA Compliant)
402,98118,Brighton Playfield,27,6 a.m. - 10 p.m.,Restrooms
452,98136,Fairmount Playfield,44,4 a.m. - 11:30 p.m.,Soccer
242,98107,Gilman Playground,29,4 a.m. - 11:30 p.m.,Tennis Court (Outdoor)
376,98112,Montlake Playfield,44,4 a.m. - 11:30 p.m.,Soccer
350,98109,Cascade Playground,40,4 a.m. - 11:30 p.m.,Restrooms (ADA Compliant)
450,98106,Delridge Playfield,40,4 a.m. - 11:30 p.m.,Restrooms (ADA Compliant)
4245,98122,Benvenuto Viewpoint,34,4 a.m. - 11:30 p.m.,View
400,98144,Beacon Hill Playground,45,4 a.m. - 11:30 p.m.,Baseball/Softball
467,98108,South Park Playground,10,4 a.m. - 11:30 p.m.,Community Center
449,98103,Wallingford Playfield,41,4 a.m. - 11:30 p.m.,Play Area (ADA Compliant)
422,98118,Rainier Beach Playfield,40,4 a.m. - 11:30 p.m.,Restrooms (ADA Compliant)
422,98118,Rainier Beach Playfield,31,4 a.m. - 11:30 p.m.,Tennis Lights
376,98112,Montlake Playfield,22,4 a.m. - 11:30 p.m.,Play Area
251,98117,Soundview Playfield,27,4 a.m. - 11:30 p.m.,Restrooms
352,98125,Meadowbrook Playfield,29,4 a.m. - 11:30 p.m.,Tennis Court (Outdoor)
4563,98104,Yesler Playfield,41,4 a.m. - 11:30 p.m.,Play Area (ADA Compliant)
418,98108,Maple Wood Playfield,33,4 a.m. - 11:30 p.m.,Paths
289,98117,Loyal Heights Playfield,45,4 a.m. - 11:30 p.m.,Baseball/Softball
248,98107,Ross Playground,4,6 a.m. - 10 p.m.,Basketball (Half)
404,98108,Cleveland Playfield,44,4 a.m. - 11:30 p.m.,Soccer
497,98107,Ballard Playground,41,4 a.m. - 11:30 p.m.,Play Area (ADA Compliant)
439,98118,Hutchinson Playground,44,4 a.m. - 11:30 p.m.,Soccer
435,98105,University Playground,27,6 a.m. - 10 p.m.,Restrooms
402,98118,Brighton Playfield,4,6 a.m. - 10 p.m.,Basketball (Half)
406,98122,Colman Playground,41,4 a.m. - 11:30 p.m.,Play Area (ADA Compliant)
242,98107,Gilman Playground,45,4 a.m. - 11:30 p.m.,Baseball/Softball
250,98117,Sandel Playground,41,4 a.m. - 11:30 p.m.,Play Area (ADA Compliant)
422,98118,Rainier Beach Playfield,44,4 a.m. - 11:30 p.m.,Soccer
4563,98104,Yesler Playfield,45,4 a.m. - 11:30 p.m.,Baseball/Softball
3913,98122,T.T. Minor Playground,20,4 a.m. - 11:30 p.m.,Pesticide Free
423,98118,Rainier Playfield,10,4 a.m. - 11:30 p.m.,Community Center
467,98108,South Park Playground,35,4 a.m. - 11:30 p.m.,Wading Pool or Water Feature
382,98125,Pinehurst Playground,4,4 a.m. - 11:30 p.m.,Basketball (Half)
303,98199,Bayview Playground,4,4 a.m. - 11:30 p.m.,Basketball (Half)
456,98116,Hiawatha Playfield,27,4 a.m. - 11:30 p.m.,Restrooms
446,98116,Alki Playground,4,4 a.m. - 11:30 p.m.,Basketball (Half)
288,98133,Bitter Lake Playfield,31,4 a.m. - 11:30 p.m.,Tennis Lights
496,98105,Burke-Gilman Playground Park,4,4 a.m. - 11:30 p.m.,Basketball (Half)
329,98109,East Queen Anne Playground,45,4 a.m. - 11:30 p.m.,Baseball/Softball
435,98105,University Playground,30,6 a.m. - 10 p.m.,Tennis Backboard (Outdoor)
380,98102,Rogers Playground,27,4 a.m. - 11:30 p.m.,Restrooms
1104,98103,Meridian Playground,4,4 a.m. - 11:30 p.m.,Basketball (Half)
458,98126,E.C. Hughes Playground,35,4 a.m. - 11:30 p.m.,Wading Pool or Water Feature
1104,98103,Meridian Playground,22,4 a.m. - 11:30 p.m.,Play Area
318,98199,Ella Bailey Park,41,4 a.m. - 11:30 p.m.,Play Area (ADA Compliant)
288,98133,Bitter Lake Playfield,29,4 a.m. - 11:30 p.m.,Tennis Court (Outdoor)
435,98105,University Playground,41,6 a.m. - 10 p.m.,Play Area (ADA Compliant)
422,98118,Rainier Beach Playfield,45,4 a.m. - 11:30 p.m.,Baseball/Softball
449,98103,Wallingford Playfield,48,4 a.m. - 11:30 p.m.,T-Ball
3881,98115,Maple Leaf Resevoir Park,42,4 a.m. - 11:30 p.m.,Paths (ADA Compliant)
376,98112,Montlake Playfield,33,4 a.m. - 11:30 p.m.,Paths
449,98103,Wallingford Playfield,29,4 a.m. - 11:30 p.m.,Tennis Court (Outdoor)
456,98116,Hiawatha Playfield,30,4 a.m. - 11:30 p.m.,Tennis Backboard (Outdoor)
329,98109,East Queen Anne Playground,35,4 a.m. - 11:30 p.m.,Wading Pool or Water Feature
482,98115,Bryant Neighborhood Playground,41,4 a.m. - 11:30 p.m.,Play Area (ADA Compliant)
242,98107,Gilman Playground,4,4 a.m. - 11:30 p.m.,Basketball (Half)
404,98108,Cleveland Playfield,43,4 a.m. - 11:30 p.m.,Football
436,98118,Benefit Playground,4,6 a.m. - 10 p.m.,Basketball (Half)
402,98118,Brighton Playfield,44,6 a.m. - 10 p.m.,Soccer
371,98122,Madrona Playground,31,6 a.m. - 10 p.m.,Tennis Lights
3920,98116,Emma Schmitz Memorial Overlook,36,6 a.m. - 11 p.m.,Waterfront
450,98106,Delridge Playfield,45,4 a.m. - 11:30 p.m.,Baseball/Softball
467,98108,South Park Playground,22,4 a.m. - 11:30 p.m.,Play Area
410,98108,Georgetown Playfield,4,4 a.m. - 11:30 p.m.,Basketball (Half)
457,98106,Highland Park Playground,41,4 a.m. - 11:30 p.m.,Play Area (ADA Compliant)
373,98112,Miller Playfield,16,6 a.m. - 10 p.m.,Decorative Fountain
319,98199,Magnolia Playfield,40,4 a.m. - 11:30 p.m.,Restrooms (ADA Compliant)
376,98112,Montlake Playfield,42,4 a.m. - 11:30 p.m.,Paths (ADA Compliant)
446,98116,Alki Playground,29,4 a.m. - 11:30 p.m.,Tennis Court (Outdoor)
250,98117,Sandel Playground,40,4 a.m. - 11:30 p.m.,Restrooms (ADA Compliant)
376,98112,Montlake Playfield,45,4 a.m. - 11:30 p.m.,Baseball/Softball
303,98199,Bayview Playground,44,4 a.m. - 11:30 p.m.,Soccer
376,98112,Montlake Playfield,27,4 a.m. - 11:30 p.m.,Restrooms
423,98118,Rainier Playfield,41,4 a.m. - 11:30 p.m.,Play Area (ADA Compliant)
423,98118,Rainier Playfield,31,4 a.m. - 11:30 p.m.,Tennis Lights
353,98122,Garfield Playfield,27,6 a.m. - 10 p.m.,Restrooms
400,98144,Beacon Hill Playground,40,4 a.m. - 11:30 p.m.,Restrooms (ADA Compliant)
303,98199,Bayview Playground,34,4 a.m. - 11:30 p.m.,View
414,98118,Lakewood Playfield,20,4 a.m. - 11:30 p.m.,Pesticide Free
353,98122,Garfield Playfield,29,6 a.m. - 10 p.m.,Tennis Court (Outdoor)
251,98117,Soundview Playfield,44,4 a.m. - 11:30 p.m.,Soccer
449,98103,Wallingford Playfield,27,4 a.m. - 11:30 p.m.,Restrooms
410,98108,Georgetown Playfield,40,4 a.m. - 11:30 p.m.,Restrooms (ADA Compliant)
446,98116,Alki Playground,31,4 a.m. - 11:30 p.m.,Tennis Lights
287,98115,Froula Playground,29,4 a.m. - 11:30 p.m.,Tennis Court (Outdoor)
4465,98126,Rotary Viewpoint,34,4 a.m. - 11:30 p.m.,View
410,98108,Georgetown Playfield,35,4 a.m. - 11:30 p.m.,Wading Pool or Water Feature
410,98108,Georgetown Playfield,41,4 a.m. - 11:30 p.m.,Play Area (ADA Compliant)
3941,98126,Walt Hundley Playfield,49,4 a.m. - 11:30 p.m.,Flag Football
376,98112,Montlake Playfield,40,4 a.m. - 11:30 p.m.,Restrooms (ADA Compliant)
403,98118,Othello Playground,40,6 a.m. - 10 p.m.,Restrooms (ADA Compliant)
242,98107,Gilman Playground,27,4 a.m. - 11:30 p.m.,Restrooms
350,98109,Cascade Playground,4,4 a.m. - 11:30 p.m.,Basketball (Half)
402,98118,Brighton Playfield,45,6 a.m. - 10 p.m.,Baseball/Softball
